,name,sector,industry,country,mktCap,fullTimeEmployees
CLZ.AX,error,,,,,
CM1.AX,error,,,,,
CM8.AX,error,,,,,
CMC.AX,error,,,,,
CMD.AX,error,,,,,
CML.AX,error,,,,,
CMM.AX,CAPMETALS FPO,Basic Materials,Gold,Australia,595032320,
CMP.AX,error,,,,,
CMW.AX,CROMWELL STAPLED,Real Estate,REIT—Office,Australia,6870858752,
CNB.AX,error,,,,,
CNEW.AX,VE CH NEW ETF UNITS,,,,,
CNI.AX,error,,,,,
CNJ.AX,error,,,,,
CNL.AX,error,,,,,
CNU.AX,CHORUS FPO NZX,Communication Services,Telecom Services,New Zealand,2828229376,871
CNW.AX,error,,,,,
COB.AX,error,,,,,
COE.AX,COOPER FPO,Energy,Oil & Gas E&P,Australia,399602368,86
COF.AX,error,,,,,
COG.AX,error,,,,,
COH.AX,COCHLEAR FPO,Healthcare,Medical Devices,Australia,14628062208,4000
COI.AX,error,,,,,
COL.AX,COLESGROUP FPO,,,Australia,21769736192,113000
COO.AX,error,,,,,
CORE.AX,ETFS CORE ETF UNITS,,,,,
COS.AX,error,,,,,
COY.AX,error,,,,,
CP1.AX,error,,,,,
CPH.AX,error,,,,,
CPT.AX,error,,,,,
CPU.AX,CSHARE FPO,Technology,Information Technology Services,Australia,8524653568,12646
CPV.AX,error,,,,,
CQE.AX,CHSOCINFRA UNIT,Real Estate,REIT—Specialty,Australia,1176382976,
CQR.AX,CHRETAILRT UNIT,Real Estate,REIT—Retail,Australia,2136384896,
CR1.AX,error,,,,,
CRB.AX,error,,,,,
CRED.AX,BETACRED ETF UNITS,,,,,
CRL.AX,error,,,,,
CRM.AX,error,,,,,
CRN.AX,error,,,,,
CRO.AX,error,,,,,
CRS.AX,error,,,,,
CSD.AX,error,,,,,
CSE.AX,error,,,,,
CSL.AX,CSL FPO,Healthcare,Biotechnology,Australia,123410341888,27000
CSR.AX,CSR FPO,Basic Materials,Building Materials,Australia,2897736448,2823
CSS.AX,error,,,,,
CST.AX,CASTILERES FPO,Basic Materials,Other Industrial Metals & Mining,Australia,61910100,
CT1.AX,error,,,,,
CTD.AX,error,,,,,
CTE.AX,error,,,,,
CTM.AX,CENTAURUS FPO,Basic Materials,Other Industrial Metals & Mining,Australia,228174176,
CTO.AX,error,,,,,
CTP.AX,error,,,,,
CTX.AX,error,,,,,
CUE.AX,error,,,,,
CUL.AX,error,,,,,
CUP.AX,error,,,,,
CURE.AX,ETFS CURE ETF UNITS,,,,,
CUV.AX,CLINUVEL FPO,Healthcare,Biotechnology,Australia,1436851584,
CUX.AX,error,,,,,
CV1.AX,error,,,,,
CVC.AX,error,,,,,
CVF.AX,error,,,,,
