,name,sector,industry,country,mktCap,fullTimeEmployees
BTV.V,error,,,,,
BUD.V,error,,,,,
BUF.V,error,,,,,
BUS.V,error,,,,,
BUZH.P.V,error,,,,,
BVA.V,error,,,,,
BWLK.V,error,,,,,
BWR.V,error,,,,,
BXR.V,error,,,,,
BYM.H.V,error,,,,,
BYN.V,error,,,,,
BZ.V,error,,,,,
C.V,CONTACT GOLD INC,Basic Materials,Gold,Canada,5740337,8
CAC.P.V,error,,,,,
CAD.V,error,,,,,
CAF.V,error,,,,,
CAG.V,error,,,,,
CAGR.V,error,,,,,
CAK.H.V,error,,,,,
CANB.V,error,,,,,
CAND.V,error,,,,,
CANX.V,CANEX METALS INC,Basic Materials,Gold,Canada,9063375,
CAP.V,error,,,,,
CAPT.V,CAPITAN MINING INC,Basic Materials,Other Precious Metals & Mining,Canada,13778171,
CASA.V,error,,,,,
CAU.H.V,error,,,,,
CAY.V,error,,,,,
CBA.V,error,,,,,
CBG.V,error,,,,,
CBI.V,error,,,,,
CBLT.V,error,,,,,
CBLU.V,error,,,,,
CBR.V,CABRAL GOLD INC,Basic Materials,Gold,Canada,54368860,
CBV.V,error,,,,,
CCB.V,error,,,,,
CCCM.V,error,,,,,
CCD.V,CASCADERO COPPER CORPORATION,Basic Materials,Other Industrial Metals & Mining,Canada,8003480,
CCE.V,error,,,,,
CCK.H.V,error,,,,,
CCW.V,CANADA SILVER COBALT WORKS INC,Basic Materials,Other Industrial Metals & Mining,Canada,50111056,
CD.V,error,,,,,
CDA.V,error,,,,,
CDB.V,CORDOBA MINERALS CORP,Basic Materials,Other Industrial Metals & Mining,Canada,66893200,
CDC.V,error,,,,,
CDG.V,error,,,,,
CDU.V,error,,,,,
CE.H.V,error,,,,,
CEL.H.V,error,,,,,
CEM.V,error,,,,,
CEN.V,error,,,,,
CEO.H.V,error,,,,,
CEP.V,error,,,,,
CFY.V,error,,,,,
CGC.V,error,,,,,
CGC.WT.V,error,,,,,
CGD.V,error,,,,,
CGP.V,error,,,,,
CHN.V,error,,,,,
CHY.H.V,error,,,,,
CIO.V,error,,,,,
CIP.H.V,error,,,,,
CKG.V,error,,,,,
CKK.V,error,,,,,
CLH.V,error,,,,,
CLI.V,error,,,,,
CLV.V,error,,,,,
CLZ.V,error,,,,,
CMB.V,CMC METALS LTD,Basic Materials,Other Precious Metals & Mining,Canada,11943120,
CMD.V,error,,,,,
CMI.V,C-Com Satellite Systems Inc.,Technology,Communication Equipment,Canada,126364832,
CMIL.V,error,,,,,
CML.V,error,,,,,
CMO.H.V,error,,,,,
CMX.V,error,,,,,
CN.V,CONDOR RESOURCES INC.,Basic Materials,Other Precious Metals & Mining,Canada,26055120,
CNC.V,CANADA NICKEL COMPANY INC,Basic Materials,Other Industrial Metals & Mining,Canada,284383072,
CNO.V,error,,,,,
CNS.V,error,,,,,
CNX.V,CALLINEX MINES INC,Basic Materials,Other Industrial Metals & Mining,Canada,40989936,
COBC.V,error,,,,,
COIN.V,error,,,,,
COL.V,error,,,,,
CONE.V,error,,,,,
COO.V,error,,,,,
COR.V,error,,,,,
COV.V,error,,,,,
CPAU.V,error,,,,,
CPL.V,error,,,,,
CPM.V,error,,,,,
CPM.H.V,error,,,,,
CPS.V,error,,,,,
CQR.V,error,,,,,
CRB.V,error,,,,,
CRBK.V,error,,,,,
CRE.V,error,,,,,
CROW.P.V,error,,,,,
CRTS.V,error,,,,,
CRX.H.V,error,,,,,
CSL.V,error,,,,,
CSO.V,CORSA COAL CORP,Basic Materials,Coking Coal,United States,32218128,280
CSOC.A.V,error,,,,,
CSOC.B.V,error,,,,,
CSTL.P.V,error,,,,,
CSTR.V,error,,,,,
CSX.V,error,,,,,
CTA.V,error,,,,,
CTM.V,error,,,,,
CTO.V,error,,,,,
CTS.V,error,,,,,
CTU.V,error,,,,,
CTU.H.V,error,,,,,
CTZ.V,error,,,,,
CUB.V,error,,,,,
CUDA.V,error,,,,,
CUI.V,error,,,,,
CUR.V,error,,,,,
CUSN.V,error,,,,,
CUU.V,error,,,,,
CVB.V,error,,,,,
CVM.V,error,,,,,
CVV.V,error,,,,,
CVX.V,error,,,,,
CWC.V,error,,,,,
CWM.V,error,,,,,
CWRK.V,error,,,,,
CWV.V,error,,,,,
CXA.H.V,error,,,,,
CYF.V,error,,,,,
CYL.V,error,,,,,
CYM.V,error,,,,,
CYON.V,error,,,,,
